,,,,,,,,,,,단위 : 동
구분,구분,구분,합계,10년미만,10~15년미만,15~20년미만,20~25년미만,25~30년미만,30~35년미만,35년이상,기타
서울특별시,성북구,동소문동3가,  27 ,  - ,  1 ,  - ,  4 ,  - ,  - ,  2 ,  20 
서울특별시,성북구,동소문동4가,  158 ,  11 ,  19 ,  33 ,  16 ,  10 ,  3 ,  20 ,  46 
서울특별시,성북구,동소문동5가,  58 ,  - ,  1 ,  1 ,  1 ,  2 ,  1 ,  25 ,  27 
서울특별시,성북구,동소문동6가,  166 ,  16 ,  2 ,  9 ,  33 ,  34 ,  4 ,  26 ,  42 
서울특별시,성북구,동소문동7가,  110 ,  11 ,  12 ,  4 ,  8 ,  8 ,  7 ,  46 ,  14 
서울특별시,성북구,보문동1가,  436 ,  2 ,  4 ,  5 ,  45 ,  14 ,  57 ,  138 ,  171 
서울특별시,성북구,보문동2가,  219 ,  13 ,  5 ,  19 ,  83 ,  16 ,  4 ,  55 ,  24 
서울특별시,성북구,보문동3가,  87 ,  7 ,  10 ,  - ,  30 ,  2 ,  1 ,  19 ,  18 
서울특별시,성북구,보문동4가,  74 ,  3 ,  2 ,  2 ,  22 ,  9 ,  - ,  29 ,  7 
서울특별시,성북구,보문동5가,  208 ,  18 ,  9 ,  10 ,  79 ,  40 ,  3 ,  42 ,  7 
서울특별시,성북구,보문동6가,  357 ,  18 ,  20 ,  12 ,  79 ,  78 ,  4 ,  98 ,  48 
서울특별시,성북구,보문동7가,  103 ,  3 ,  5 ,  5 ,  17 ,  25 ,  4 ,  30 ,  14 
서울특별시,성북구,삼선동1가,  858 ,  15 ,  14 ,  19 ,  133 ,  117 ,  183 ,  277 ,  100 
서울특별시,성북구,삼선동2가,  474 ,  39 ,  3 ,  34 ,  107 ,  123 ,  43 ,  69 ,  56 
서울특별시,성북구,삼선동3가,  243 ,  21 ,  15 ,  22 ,  52 ,  29 ,  23 ,  68 ,  13 
서울특별시,성북구,삼선동4가,  191 ,  14 ,  3 ,  18 ,  52 ,  23 ,  5 ,  26 ,  50 
서울특별시,성북구,삼선동5가,  356 ,  25 ,  19 ,  53 ,  110 ,  51 ,  7 ,  24 ,  67 
서울특별시,성북구,상월곡동,  701 ,  23 ,  35 ,  22 ,  136 ,  126 ,  58 ,  287 ,  14 
서울특별시,성북구,석관동,"  3,425 ",  175 ,  87 ,  161 ,  877 ,  544 ,  80 ,"  1,478 ",  23 
서울특별시,성북구,성북동,"  2,146 ",  108 ,  108 ,  98 ,  193 ,  176 ,  397 ,  779 ,  287 
서울특별시,성북구,성북동1가,  196 ,  14 ,  10 ,  20 ,  33 ,  20 ,  10 ,  54 ,  35 
서울특별시,성북구,안암동1가,  309 ,  26 ,  19 ,  13 ,  113 ,  89 ,  1 ,  6 ,  42 
서울특별시,성북구,안암동2가,  293 ,  24 ,  9 ,  16 ,  89 ,  52 ,  12 ,  25 ,  66 
서울특별시,성북구,안암동3가,  337 ,  11 ,  11 ,  17 ,  75 ,  51 ,  76 ,  38 ,  58 
서울특별시,성북구,안암동4가,  75 ,  3 ,  8 ,  7 ,  19 ,  12 ,  3 ,  5 ,  18 
서울특별시,성북구,안암동5가,  362 ,  18 ,  8 ,  25 ,  105 ,  50 ,  23 ,  64 ,  69 
서울특별시,성북구,장위동,"  6,799 ",  84 ,  180 ,  271 ,"  1,046 ","  1,059 ",  522 ,"  3,532 ",  105 
서울특별시,성북구,정릉동,"  5,030 ",  404 ,  243 ,  264 ,  503 ,  614 ,  813 ,"  2,016 ",  173 
서울특별시,성북구,종암동,"  1,690 ",  165 ,  91 ,  112 ,  352 ,  164 ,  214 ,  544 ,  48 
서울특별시,성북구,하월곡동,"  2,103 ",  121 ,  117 ,  99 ,  527 ,  254 ,  110 ,  813 ,  62 
서울특별시,송파구,가락동,"  1,629 ",  331 ,  187 ,  121 ,  145 ,  537 ,  137 ,  144 ,  27 
서울특별시,송파구,거여동,"  1,419 ",  61 ,  61 ,  81 ,  261 ,  635 ,  165 ,  122 ,  33 
서울특별시,송파구,마천동,"  2,573 ",  109 ,  182 ,  133 ,  392 ,  733 ,  651 ,  341 ,  32 
서울특별시,송파구,문정동,"  1,356 ",  241 ,  182 ,  88 ,  133 ,  614 ,  84 ,  7 ,  7 
서울특별시,송파구,방이동,"  1,708 ",  282 ,  284 ,  212 ,  209 ,  434 ,  265 ,  14 ,  8 
서울특별시,송파구,삼전동,"  1,641 ",  270 ,  404 ,  313 ,  356 ,  183 ,  89 ,  22 ,  4 
서울특별시,송파구,석촌동,"  1,688 ",  262 ,  411 ,  312 ,  264 ,  177 ,  204 ,  40 ,  18 
서울특별시,송파구,송파동,"  1,619 ",  312 ,  302 ,  225 ,  179 ,  256 ,  318 ,  25 ,  2 
서울특별시,송파구,신천동,  134 ,  68 ,  2 ,  - ,  2 ,  2 ,  4 ,  56 ,  - 
서울특별시,송파구,오금동,"  1,051 ",  172 ,  74 ,  86 ,  133 ,  491 ,  55 ,  17 ,  23 
서울특별시,송파구,잠실동,"  1,681 ",  339 ,  400 ,  262 ,  262 ,  194 ,  119 ,  92 ,  13 
서울특별시,송파구,장지동,  208 ,  129 ,  31 ,  - ,  - ,  - ,  2 ,  7 ,  39 
서울특별시,송파구,풍납동,"  2,032 ",  73 ,  116 ,  87 ,  483 ,  740 ,  243 ,  271 ,  19 
서울특별시,양천구,목동,"  4,124 ",  609 ,  396 ,  426 ,  737 ,  813 ,  535 ,  524 ,  84 
서울특별시,양천구,신월동,"  6,736 ",  539 ,  329 ,  329 ,  881 ,"  2,134 ","  1,001 ","  1,441 ",  82 
서울특별시,양천구,신정동,"  5,041 ",  446 ,  310 ,  574 ,"  1,014 ","  1,363 ",  336 ,  817 ,  181 
서울특별시,영등포구,당산동,  493 ,  20 ,  9 ,  18 ,  10 ,  1 ,  1 ,  73 ,  361 
서울특별시,영등포구,당산동1가,  557 ,  29 ,  16 ,  8 ,  91 ,  139 ,  20 ,  125 ,  129 
서울특별시,영등포구,당산동2가,  119 ,  - ,  5 ,  2 ,  33 ,  35 ,  12 ,  22 ,  10 
서울특별시,영등포구,당산동3가,  286 ,  18 ,  14 ,  8 ,  52 ,  71 ,  16 ,  69 ,  38 
서울특별시,영등포구,당산동4가,  205 ,  16 ,  6 ,  26 ,  25 ,  26 ,  62 ,  41 ,  3 
서울특별시,영등포구,당산동5가,  106 ,  - ,  28 ,  11 ,  14 ,  - ,  13 ,  8 ,  32 
